"","X1","PROVINCIE","Matig_Veel","Hoelang_zit_stront_er_al_in","Poepsterkte"
"16271","19","Gelderland","M","17 tot 23 jaar",34.4
"16272","19","Gelderland","V","17 tot 23 jaar",34.4
"16273","19","Gelderland","V","17 tot 23 jaar",34.4
"16274","19","Gelderland","M","17 tot 23 jaar",34.4
"16275","19","Gelderland","M","17 tot 23 jaar",34.4
"16276","19","Gelderland","M","17 tot 23 jaar",34.4
"16277","19","Gelderland","V","17 tot 23 jaar",34.4
"16278","19","Gelderland","V","17 tot 23 jaar",34.4
"16279","19","Gelderland","M","17 tot 23 jaar",34.4
"16280","19","Gelderland","V","17 tot 23 jaar",34.4
"16281","19","Gelderland","V","17 tot 23 jaar",34.4
"16282","19","Gelderland","V","17 tot 23 jaar",34.4
"16283","19","Utrecht","V","Ouder dan 40 jaar",40.16
"16284","19","Gelderland","M","17 tot 23 jaar",34.4
"16285","19","Gelderland","M","23 tot 30 jaar",34.4
"16286","19","Gelderland","V","17 tot 23 jaar",34.4
"16287","19","Gelderland","V","17 tot 23 jaar",34.4
"16288","19","Gelderland","M","23 tot 30 jaar",34.4
"16289","19","Gelderland","M","17 tot 23 jaar",34.4
"16290","19","Gelderland","V","23 tot 30 jaar",34.4
"16291","19","Gelderland","V","17 tot 23 jaar",34.4
"16292","19","Gelderland","M","23 tot 30 jaar",34.4
"16293","19","Gelderland","M","17 tot 23 jaar",34.4
"16294","19","Gelderland","V","17 tot 23 jaar",34.4
"16295","19","Gelderland","V","23 tot 30 jaar",34.4
"16296","19","Gelderland","M","23 tot 30 jaar",34.4
"16297","19","Gelderland","V","17 tot 23 jaar",34.72
"16298","19","Gelderland","V","17 tot 23 jaar",34.4
"16299","19","Gelderland","V","17 tot 23 jaar",34.4
"16300","19","Gelderland","V","17 tot 23 jaar",34.4
"16301","19","Gelderland","M","30 tot 40 jaar",34.4
"16302","19","Gelderland","V","30 tot 40 jaar",34.4
"16303","19","Gelderland","M","23 tot 30 jaar",34.4
"16304","19","Gelderland","V","17 tot 23 jaar",34.4
"16305","19","Gelderland","M","23 tot 30 jaar",34.4
"16306","19","Gelderland","V","17 tot 23 jaar",34.4
"16307","19","Gelderland","V","17 tot 23 jaar",34.4
"16308","19","Gelderland","V","30 tot 40 jaar",34.72
"16309","19","Gelderland","V","17 tot 23 jaar",34.4
"16310","19","Gelderland","M","17 tot 23 jaar",34.4
"16311","19","Gelderland","M","17 tot 23 jaar",34.4
"16312","19","Gelderland","M","17 tot 23 jaar",34.4
"16313","19","Gelderland","M","17 tot 23 jaar",34.4
"16314","19","Gelderland","M","17 tot 23 jaar",34.4
"16315","19","Zuid Holland","M","30 tot 40 jaar",36.32
"16316","19","Gelderland","V","23 tot 30 jaar",34.4
"16317","19","Gelderland","M","23 tot 30 jaar",34.4
"16318","19","Gelderland","M","17 tot 23 jaar",34.4
"16319","19","Gelderland","V","23 tot 30 jaar",34.4
"16320","19","Gelderland","V","17 tot 23 jaar",34.4
"16321","19","Gelderland","V","17 tot 23 jaar",34.4
"16322","19","Gelderland","V","17 tot 23 jaar",34.4
"16323","19","Gelderland","M","17 tot 23 jaar",34.4
"16324","19","Gelderland","V","17 tot 23 jaar",34.4
"16325","19","Gelderland","V","30 tot 40 jaar",34.4
"16326","19","Gelderland","V","17 tot 23 jaar",34.4
"16327","19","Gelderland","V","17 tot 23 jaar",34.4
"16328","19","Gelderland","V","23 tot 30 jaar",34.4
"16329","19","Gelderland","V","23 tot 30 jaar",34.4
"16330","19","Gelderland","M","17 tot 23 jaar",34.4
"16331","19","Gelderland","V","17 tot 23 jaar",34.4
"16332","24","Gelderland","M","17 tot 23 jaar",32.32
"16333","24","Gelderland","V","23 tot 30 jaar",40.96
"16334","24","Limburg","M","Ouder dan 40 jaar",38.88
"16335","24","Frysl<e2>n","M","30 tot 40 jaar",32.96
"16336","24","Noord Brabant","M","17 tot 23 jaar",37.44
"16337","24","Noord Holland","M","17 tot 23 jaar",39.68
"16338","24","Gelderland","M","17 tot 23 jaar",33.76
"16339","24","Limburg","M","23 tot 30 jaar",35.84
"16340","24","Zuid Holland","M","17 tot 23 jaar",38.4
"16341","24","Gelderland","M","Ouder dan 40 jaar",40.64
"16342","24","Gelderland","M","17 tot 23 jaar",41.28
"16343","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"16344","24","Overijssel","V","30 tot 40 jaar",31.2
"16345","24","Gelderland","M","Ouder dan 40 jaar",40.32
"16346","24","Limburg","M","17 tot 23 jaar",38.56
"16347","24","Noord Holland","M","17 tot 23 jaar",54.24
"16348","24","Limburg","M","Ouder dan 40 jaar",35.2
"16349","24","Noord Brabant","V","17 tot 23 jaar",42.4
"16350","24","Limburg","M","17 tot 23 jaar",39.2
"16351","24","Overijssel","M","Ouder dan 40 jaar",35.84
"16352","24","Limburg","M","17 tot 23 jaar",39.2
"16353","24","Groningen","M","23 tot 30 jaar",31.04
"16354","24","Frysl<e2>n","V","23 tot 30 jaar",32.96
"16355","24","Gelderland","V","17 tot 23 jaar",41.28
"16356","24","Gelderland","M","23 tot 30 jaar",40.64
"16357","24","Overijssel","M","30 tot 40 jaar",33.92
"16358","24","Frysl<e2>n","M","23 tot 30 jaar",32.96
"16359","24","Flevoland","V","30 tot 40 jaar",35.04
"16360","24","Overijssel","M","Ouder dan 40 jaar",37.12
"16361","24","Zuid Holland","V","17 tot 23 jaar",38.4
"16362","24","Gelderland","M","Ouder dan 40 jaar",39.36
"16363","24","Frysl<e2>n","M","17 tot 23 jaar",32.96
"16364","24","Gelderland","M","17 tot 23 jaar",32.8
"16365","24","Groningen","M","23 tot 30 jaar",34.4
"16366","24","Overijssel","M","17 tot 23 jaar",36.48
"16367","24","Groningen","M","17 tot 23 jaar",36.32
"16368","24","Gelderland","V","30 tot 40 jaar",30.88
"16369","24","Overijssel","M","17 tot 23 jaar",32.48
"16370","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"16371","24","Gelderland","M","23 tot 30 jaar",39.36
"16372","24","Frysl<e2>n","V","30 tot 40 jaar",32.96
"16373","24","Gelderland","M","17 tot 23 jaar",37.6
"16374","24","Frysl<e2>n","V","Ouder dan 40 jaar",33.28
"16375","24","Groningen","M","17 tot 23 jaar",31.04
"16376","24","Frysl<e2>n","M","23 tot 30 jaar",31.36
"16377","24","Gelderland","M","30 tot 40 jaar",37.6
"16378","24","Overijssel","V","23 tot 30 jaar",41.12
"16379","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"16380","24","Frysl<e2>n","M","17 tot 23 jaar",32.96
"16381","24","Limburg","M","23 tot 30 jaar",30.24
"16382","24","Frysl<e2>n","V","17 tot 23 jaar",32.96
"16383","24","Frysl<e2>n","M","Ouder dan 40 jaar",31.36
"16384","24","Limburg","M","17 tot 23 jaar",43.68
"16385","24","Noord Holland","V","30 tot 40 jaar",39.68
"16386","24","Gelderland","M","17 tot 23 jaar",46.08
"16387","24","Gelderland","M","17 tot 23 jaar",38.56
"16388","24","Frysl<e2>n","M","17 tot 23 jaar",32.96
"16389","24","Limburg","M","Ouder dan 40 jaar",39.84
"16390","24","Gelderland","M","Ouder dan 40 jaar",40.64
"16391","24","Frysl<e2>n","M","Ouder dan 40 jaar",32.64
"16392","24","Groningen","V","Ouder dan 40 jaar",33.44
"16393","24","Gelderland","M","30 tot 40 jaar",39.68
"16394","24","Gelderland","M","Ouder dan 40 jaar",40.64
"16395","24","Frysl<e2>n","M","23 tot 30 jaar",35.68
"16396","24","Groningen","M","30 tot 40 jaar",37.44
"16397","24","Zeeland","M","Ouder dan 40 jaar",40.32
"16398","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"16399","24","Gelderland","M","17 tot 23 jaar",40.32
"16400","24","Gelderland","M","23 tot 30 jaar",36.32
"16401","24","Noord Holland","M","17 tot 23 jaar",39.68
"16402","24","Gelderland","M","17 tot 23 jaar",36.8
"16403","24","Frysl<e2>n","V","23 tot 30 jaar",33.92
"16404","24","Limburg","M","30 tot 40 jaar",39.84
"16405","24","Flevoland","V","30 tot 40 jaar",34.56
"16406","24","Gelderland","M","23 tot 30 jaar",39.2
"16407","24","Noord Holland","M","Ouder dan 40 jaar",30.88
"16408","24","Gelderland","M","30 tot 40 jaar",39.36
"16409","24","Utrecht","M","23 tot 30 jaar",32.96
"16410","24","Noord Holland","M","17 tot 23 jaar",48.16
"16411","24","Frysl<e2>n","V","17 tot 23 jaar",32.96
"16412","24","Noord Brabant","M","17 tot 23 jaar",35.2
"16413","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"16414","24","Utrecht","M","Ouder dan 40 jaar",31.36
"16415","24","Gelderland","M","17 tot 23 jaar",36.8
"16416","24","Overijssel","M","23 tot 30 jaar",38.4
"16417","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"16418","24","Utrecht","M","Ouder dan 40 jaar",31.84
"16419","24","Noord Holland","V","17 tot 23 jaar",31.84
"16420","24","Gelderland","M","23 tot 30 jaar",32.64
"16421","24","Groningen","V","17 tot 23 jaar",35.04
"16422","24","Overijssel","M","23 tot 30 jaar",31.68
"16423","24","Groningen","M","Ouder dan 40 jaar",37.28
"16424","24","Noord Holland","M","17 tot 23 jaar",54.24
"16425","24","Gelderland","M","17 tot 23 jaar",39.36
"16426","24","Limburg","V","Ouder dan 40 jaar",39.52
"16427","24","Limburg","M","30 tot 40 jaar",37.6
"16428","24","Limburg","M","Ouder dan 40 jaar",37.6
"16429","24","Frysl<e2>n","M","Ouder dan 40 jaar",33.28
"16430","24","Gelderland","M","30 tot 40 jaar",42.08
"16431","24","Noord Holland","V","17 tot 23 jaar",39.68
"16432","24","Noord Holland","V","17 tot 23 jaar",39.68
"16433","24","Zuid Holland","V","17 tot 23 jaar",33.44
"16434","24","Gelderland","M","30 tot 40 jaar",39.36
"16435","24","Groningen","V","30 tot 40 jaar",35.68
"16436","24","Noord Holland","M","23 tot 30 jaar",38.08
"16437","24","Limburg","V","Ouder dan 40 jaar",40.32
"16438","24","Gelderland","M","30 tot 40 jaar",38.72
"16439","24","Noord Holland","M","17 tot 23 jaar",54.24
"16440","24","Flevoland","V","Ouder dan 40 jaar",35.04
"16441","24","Flevoland","V","Ouder dan 40 jaar",32.64
"16442","24","Noord Brabant","M","17 tot 23 jaar",54.88
"16443","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.48
"16444","24","Limburg","M","17 tot 23 jaar",38.08
"16445","24","Noord Holland","M","17 tot 23 jaar",55.52
"16446","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"16447","24","Noord Brabant","M","23 tot 30 jaar",33.92
"16448","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"16449","24","Frysl<e2>n","M","30 tot 40 jaar",32.64
"16450","24","Noord Brabant","M","30 tot 40 jaar",34.4
"16451","24","Limburg","M","23 tot 30 jaar",32.8
"16452","24","Noord Brabant","M","Ouder dan 40 jaar",45.12
"16453","24","Gelderland","M","17 tot 23 jaar",39.36
"16454","24","Gelderland","M","30 tot 40 jaar",42.08
"16455","24","Zuid Holland","M","Ouder dan 40 jaar",41.76
"16456","24","Gelderland","M","23 tot 30 jaar",41.44
"16457","24","Noord Brabant","M","17 tot 23 jaar",49.76
"16458","24","Noord Holland","M","Ouder dan 40 jaar",30.72
"16459","24","Gelderland","M","30 tot 40 jaar",40.64
"16460","24","Gelderland","M","30 tot 40 jaar",40.64
"16461","24","Frysl<e2>n","V","30 tot 40 jaar",32.96
"16462","24","Frysl<e2>n","M","23 tot 30 jaar",32.96
"16463","24","Gelderland","M","Ouder dan 40 jaar",39.36
"16464","24","Flevoland","M","23 tot 30 jaar",31.2
"16465","24","Gelderland","M","17 tot 23 jaar",38.08
"16466","24","Gelderland","M","17 tot 23 jaar",38.72
"16467","24","Overijssel","M","23 tot 30 jaar",31.36
"16468","24","Overijssel","V","23 tot 30 jaar",31.36
"16469","24","Noord Holland","M","30 tot 40 jaar",31.52
"16470","24","Frysl<e2>n","V","30 tot 40 jaar",32.96
"16471","24","Zeeland","M","Ouder dan 40 jaar",40.16
"16472","24","Overijssel","V","17 tot 23 jaar",31.84
"16473","24","Gelderland","M","30 tot 40 jaar",39.36
"16474","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"16475","24","Noord Holland","M","17 tot 23 jaar",55.52
"16476","24","Frysl<e2>n","M","Ouder dan 40 jaar",31.36
"16477","24","Groningen","M","17 tot 23 jaar",36.32
"16478","24","Gelderland","M","17 tot 23 jaar",34.4
"16479","24","Gelderland","M","17 tot 23 jaar",42.4
"16480","24","Gelderland","M","17 tot 23 jaar",39.36
"16481","24","Gelderland","M","17 tot 23 jaar",39.36
"16482","24","Noord Holland","M","17 tot 23 jaar",54.24
"16483","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"16484","24","Noord Brabant","M","Ouder dan 40 jaar",42.88
"16485","24","Gelderland","M","17 tot 23 jaar",37.76
"16486","24","Gelderland","M","17 tot 23 jaar",30.88
"16487","24","Noord Holland","M","17 tot 23 jaar",54.24
"16488","24","Overijssel","M","30 tot 40 jaar",35.36
"16489","24","Overijssel","M","Ouder dan 40 jaar",34.4
"16490","24","Zuid Holland","O","17 tot 23 jaar",31.2
"16491","24","Limburg","M","23 tot 30 jaar",31.04
"16492","24","Gelderland","M","23 tot 30 jaar",42.56
"16493","24","Gelderland","M","17 tot 23 jaar",39.68
"16494","24","Gelderland","M","23 tot 30 jaar",40.96
"16495","24","Groningen","M","17 tot 23 jaar",36.64
"16496","24","Noord Brabant","M","17 tot 23 jaar",44.64
"16497","24","Limburg","M","17 tot 23 jaar",39.84
"16498","24","Zeeland","M","Ouder dan 40 jaar",46.72
"16499","24","Utrecht","M","17 tot 23 jaar",33.76
"16500","24","Limburg","M","Ouder dan 40 jaar",37.6
"16501","24","Frysl<e2>n","M","Ouder dan 40 jaar",32.96
"16502","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.64
"16503","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"16504","24","Flevoland","M","23 tot 30 jaar",31.36
"16505","24","Flevoland","M","Ouder dan 40 jaar",35.04
"16506","24","Limburg","M","30 tot 40 jaar",31.04
"16507","24","Limburg","M","30 tot 40 jaar",39.52
"16508","24","Noord Brabant","M","23 tot 30 jaar",45.28
"16509","24","Noord Brabant","M","Ouder dan 40 jaar",34.56
"16510","24","Overijssel","M","23 tot 30 jaar",30.72
"16511","24","Noord Brabant","M","17 tot 23 jaar",40.64
"16512","24","Gelderland","M","Ouder dan 40 jaar",39.36
"16513","24","Limburg","M","23 tot 30 jaar",40.16
"16514","24","Utrecht","M","17 tot 23 jaar",43.2
"16515","24","Noord Brabant","M","23 tot 30 jaar",41.44
"16516","24","Overijssel","V","17 tot 23 jaar",33.28
"16517","24","Flevoland","V","30 tot 40 jaar",35.04
"16518","24","Drenthe","V","17 tot 23 jaar",33.6
"16519","24","Noord Brabant","V","23 tot 30 jaar",33.6
"16520","24","Noord Holland","M","23 tot 30 jaar",30.72
"16521","24","Limburg","M","30 tot 40 jaar",32.8
"16522","24","Groningen","M","17 tot 23 jaar",36.32
"16523","24","Limburg","M","30 tot 40 jaar",37.92
"16524","24","Noord Holland","M","Ouder dan 40 jaar",30.72
"16525","24","Limburg","M","Ouder dan 40 jaar",37.28
"16526","24","Zuid Holland","M","30 tot 40 jaar",45.44
"16527","24","Drenthe","V","17 tot 23 jaar",35.68
"16528","24","Flevoland","M","Ouder dan 40 jaar",35.04
"16529","24","Gelderland","M","17 tot 23 jaar",36.8
"16530","24","Overijssel","V","17 tot 23 jaar",37.12
"16531","24","Gelderland","M","17 tot 23 jaar",40.96
"16532","24","Limburg","V","Ouder dan 40 jaar",33.28
"16533","24","Frysl<e2>n","M","23 tot 30 jaar",30.72
"16534","24","Utrecht","V","17 tot 23 jaar",37.92
"16535","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"16536","24","Limburg","M","17 tot 23 jaar",33.28
"16537","24","Zuid Holland","V","23 tot 30 jaar",38.4
"16538","24","Overijssel","M","23 tot 30 jaar",40
"16539","24","Utrecht","M","30 tot 40 jaar",33.76
"16540","24","Limburg","M","30 tot 40 jaar",41.12
"16541","24","Gelderland","V","Ouder dan 40 jaar",36.96
"16542","24","Frysl<e2>n","M","23 tot 30 jaar",32.96
"16543","24","Gelderland","M","Ouder dan 40 jaar",37.6
"16544","24","Noord Brabant","M","17 tot 23 jaar",33.92
"16545","24","Noord Brabant","M","Ouder dan 40 jaar",40.96
"16546","24","Frysl<e2>n","V","30 tot 40 jaar",32.96
"16547","24","Noord Brabant","M","23 tot 30 jaar",32.32
"16548","24","Noord Brabant","M","Ouder dan 40 jaar",43.04
"16549","24","Groningen","M","17 tot 23 jaar",34.08
"16550","24","Frysl<e2>n","M","17 tot 23 jaar",32.96
"16551","24","Gelderland","M","17 tot 23 jaar",36.32
"16552","24","Gelderland","M","30 tot 40 jaar",38.72
"16553","24","Zuid Holland","M","23 tot 30 jaar",45.6
"16554","24","Frysl<e2>n","V","23 tot 30 jaar",44
"16555","24","Noord Holland","M","23 tot 30 jaar",30.72
"16556","24","Noord Holland","M","17 tot 23 jaar",31.84
"16557","24","Gelderland","M","Ouder dan 40 jaar",41.44
"16558","24","Noord Holland","M","17 tot 23 jaar",54.24
"16559","24","Noord Holland","M","23 tot 30 jaar",38.08
"16560","24","Gelderland","M","30 tot 40 jaar",37.6
"16561","24","Frysl<e2>n","M","17 tot 23 jaar",32
"16562","24","Gelderland","M","17 tot 23 jaar",38.72
"16563","24","Noord Brabant","M","Ouder dan 40 jaar",41.12
"16564","24","Gelderland","M","17 tot 23 jaar",51.68
"16565","24","Groningen","M","23 tot 30 jaar",31.04
"16566","24","Zuid Holland","M","17 tot 23 jaar",31.36
"16567","24","Noord Holland","M","17 tot 23 jaar",54.24
"16568","24","Groningen","M","17 tot 23 jaar",35.04
"16569","24","Limburg","V","Ouder dan 40 jaar",39.2
"16570","24","Gelderland","M","17 tot 23 jaar",38.72
"16571","24","Frysl<e2>n","M","23 tot 30 jaar",33.76
"16572","24","Noord Brabant","M","Ouder dan 40 jaar",33.76
"16573","24","Drenthe","M","23 tot 30 jaar",31.68
"16574","24","Gelderland","V","30 tot 40 jaar",40.96
"16575","24","Noord Holland","M","Ouder dan 40 jaar",37.44
"16576","24","Noord Holland","M","Ouder dan 40 jaar",30.72
"16577","24","Noord Holland","V","23 tot 30 jaar",34.88
"16578","24","Noord Holland","M","Ouder dan 40 jaar",34.88
"16579","24","Noord Holland","M","30 tot 40 jaar",34.88
"16580","24","Gelderland","M","17 tot 23 jaar",39.36
"16581","24","Gelderland","M","17 tot 23 jaar",38.72
"16582","24","Gelderland","M","Ouder dan 40 jaar",38.72
"16583","24","Groningen","M","23 tot 30 jaar",34.4
"16584","24","Frysl<e2>n","V","30 tot 40 jaar",32.96
"16585","24","Overijssel","M","17 tot 23 jaar",40
"16586","24","Noord Brabant","M","17 tot 23 jaar",40.16
"16587","24","Overijssel","M","23 tot 30 jaar",48.32
"16588","24","Gelderland","M","17 tot 23 jaar",38.24
"16589","24","Gelderland","V","Ouder dan 40 jaar",34.56
"16590","24","Gelderland","M","30 tot 40 jaar",42.08
"16591","24","Noord Brabant","V","Ouder dan 40 jaar",40.8
"16592","24","Limburg","M","30 tot 40 jaar",36.64
"16593","24","Noord Holland","M","17 tot 23 jaar",46.4
"16594","24","Gelderland","M","17 tot 23 jaar",42.88
"16595","24","Gelderland","V","17 tot 23 jaar",39.36
"16596","24","Groningen","M","30 tot 40 jaar",36.32
"16597","24","Noord Holland","M","Ouder dan 40 jaar",30.72
"16598","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"16599","24","Overijssel","M","17 tot 23 jaar",40
"16600","24","Zuid Holland","M","23 tot 30 jaar",38.4
"16601","24","Gelderland","M","17 tot 23 jaar",38.08
"16602","24","Gelderland","M","17 tot 23 jaar",34.4
"16603","24","Frysl<e2>n","V","Ouder dan 40 jaar",32.96
"16604","24","Noord Brabant","M","30 tot 40 jaar",44.64
"16605","24","Gelderland","M","Ouder dan 40 jaar",39.36
"16606","24","Limburg","M","23 tot 30 jaar",37.6
"16607","24","Limburg","M","23 tot 30 jaar",33.28
"16608","24","Frysl<e2>n","M","23 tot 30 jaar",40.32
"16609","24","Noord Brabant","V","30 tot 40 jaar",39.68
"16610","24","Gelderland","M","Ouder dan 40 jaar",39.36
"16611","24","Frysl<e2>n","M","Ouder dan 40 jaar",32.96
"16612","24","Noord Brabant","M","Ouder dan 40 jaar",40.16
"16613","24","Flevoland","M","Ouder dan 40 jaar",34.4
"16614","24","Gelderland","M","30 tot 40 jaar",40.64
"16615","24","Noord Brabant","M","30 tot 40 jaar",40.64
"16616","24","Gelderland","M","17 tot 23 jaar",38.4
"16617","24","Gelderland","M","17 tot 23 jaar",39.36
"16618","24","Noord Brabant","M","30 tot 40 jaar",33.12
"16619","24","Frysl<e2>n","V","17 tot 23 jaar",33.44
"16620","24","Limburg","M","17 tot 23 jaar",38.08
"16621","24","Noord Brabant","M","30 tot 40 jaar",40.48
"16622","24","Noord Brabant","M","30 tot 40 jaar",33.12
"16623","24","Drenthe","V","17 tot 23 jaar",36.32
"16624","24","Zuid Holland","M","17 tot 23 jaar",45.6
"16625","24","Frysl<e2>n","V","17 tot 23 jaar",33.6
"16626","24","Noord Holland","M","Ouder dan 40 jaar",30.72
"16627","24","Gelderland","V","Ouder dan 40 jaar",34.56
"16628","24","Gelderland","M","17 tot 23 jaar",33.12
"16629","24","Noord Brabant","M","23 tot 30 jaar",38.08
"16630","24","Noord Brabant","M","17 tot 23 jaar",43.2
